,@id,measurementSpecificCharacteristics,measurementEquipmentTypeUsed.value.@lang,measurementEquipmentTypeUsed.value.#text,measurementSiteLocation.@xsi$type,measurementSiteLocation.tpeglinearLocation.tpegDirection,measurementSiteLocation.tpeglinearLocation.tpegLocationType,measurementSiteLocation.tpeglinearLocation.to.@xsi$type,toLatitude,toLongitude,toDescription,measurementSiteLocation.tpeglinearLocation.to.name.tpegDescriptorType,measurementSiteLocation.tpeglinearLocation.from.@xsi$type,fromLatitude,fromLongitude,fromDescription,measurementSiteLocation.tpeglinearLocation.from.name.tpegDescriptorType
231,GC0201_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,0,0,Finnieston Street Southbound Inside to Stobcross Rd,other,TPEGNonJunctionPoint,0,0,Finnieston Street Southbound Inside to Stobcross Rd,other
232,GC0201_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,0,0,Finnieston St northbound,other,TPEGNonJunctionPoint,0,0,Finnieston St northbound,other
233,GC152A_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.867770895760586,-4.291099290903467,Argyle Street to Bunhouse Road,other,TPEGNonJunctionPoint,55.86788855482861,-4.291537781343723,Argyle Street to Bunhouse Road,other
234,GC152A_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.869255453811626,-4.293424537058428,Dumbarton Road inbound to Bunhouse Rd,other,TPEGNonJunctionPoint,55.869799016061826,-4.294639442160442,Dumbarton Road inbound to Bunhouse Rd,other
235,GE1851_W,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87497143981196,-4.232837091703733,St Rollox inside lane,other,TPEGNonJunctionPoint,55.87498592793388,-4.231543026815196,St Rollox inside lane,other
236,GE1851_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.874547733504926,-4.23290868048078,Springburn Road to St Rollox,other,TPEGNonJunctionPoint,55.874540494218586,-4.232812347604814,Springburn Road to St Rollox,other
237,GE1851_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.877432004962884,-4.232450801952621,Springburn Road to St Rollox,other,TPEGNonJunctionPoint,55.877081575072516,-4.231951065226712,Springburn Road to St Rollox,other
238,GA4801_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86054138016148,-4.248916255633903,South Fredrick Street southbound to Ingram St,other,TPEGNonJunctionPoint,55.86051036053083,-4.249138189628752,South Fredrick Street southbound to Ingram St,other
239,GE1851_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.87497143981196,-4.232837091703733,St Rollox outside lane,other,TPEGNonJunctionPoint,55.875021840096515,-4.231545087660661,St Rollox outside lane,other
240,GA4801_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85884629712235,-4.248722403924477,Glassford Street Northbound,other,TPEGNonJunctionPoint,55.85894067749307,-4.248967556218184,Glassford Street Northbound,other
241,GA4801_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85987416120498,-4.248542105351628,Ingram Street Westbound,other,TPEGNonJunctionPoint,55.85966494429016,-4.247203662627563,Ingram Street Westbound,other
242,GA4801_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85987416120498,-4.248542105351628,Ingram Street Eastbound,other,TPEGNonJunctionPoint,55.860046502106684,-4.250421761202082,Ingram Street Eastbound,other
243,GG1751_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,0,0,Westerhouse Road s/b,other,TPEGNonJunctionPoint,0,0,Westerhouse Road s/b,other
244,GG1751_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,0,0,Auchinlea Road,other,TPEGNonJunctionPoint,0,0,Auchinlea Road,other
245,GD0101_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.873246529133404,-4.274508823704148,Napiershall St,other,TPEGNonJunctionPoint,55.8736668861042,-4.274133759536267,Napiershall St,other
246,GD0101_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.872108663928536,-4.27188461677686,GWR to Napiershall St. outside  lane,other,TPEGNonJunctionPoint,55.8721969676349,-4.271969702264025,GWR to Napiershall St. outside  lane,other
247,GD0101_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.874065200819885,-4.277865846584336,GWR to Napiershall St,other,TPEGNonJunctionPoint,55.874164843011116,-4.277823724554597,GWR to Napiershall St,other
248,GC2411_P,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.88872133163287,-4.379636987834195,Rothesay Dock,other,TPEGNonJunctionPoint,55.88872223765616,-4.3791252786604975,Rothesay Dock,other
249,GC2411_N,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.88820586620821,-4.378405994326701,Dumbarton Road outbound to Rothesay Dock,other,TPEGNonJunctionPoint,55.88811208175761,-4.378608156128064,Dumbarton Road outbound to Rothesay Dock,other
250,GC2411_M,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.8901481600755,-4.3830029701595805,Dumbarton Road inbound to Rothesay Dock,other,TPEGNonJunctionPoint,55.889992758957774,-4.382673577423567,Dumbarton Road inbound to Rothesay Dock,other
251,GA2501_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86166519308943,-4.256747975989879,Renfield Street southbound to Gordon Street,other,TPEGNonJunctionPoint,55.861378192951214,-4.2567153477305295,Renfield Street southbound to Gordon Street,other
252,GL0051_X,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85004193417577,-4.27006921345104,Carnoustie Street southbound L/T into Scotland St,other,TPEGNonJunctionPoint,55.84999336839173,-4.269778808242425,Carnoustie Street southbound L/T into Scotland St,other
253,GK4651_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.83439854367952,-4.362901520241973,Crookston Rd northbound,other,TPEGNonJunctionPoint,55.83448954246583,-4.362843160378265,Crookston Rd northbound,other
254,GK4651_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82978431166565,-4.363084679123617,Crookston Rd southbound,other,TPEGNonJunctionPoint,55.82977349521619,-4.36317983303308,Crookston Rd southbound,other
255,GL0051_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85004193417577,-4.27006921345104,Carnoustie Street southbound R/T into Scotland St,other,TPEGNonJunctionPoint,55.84982910327488,-4.27088756301033,Carnoustie Street southbound R/T into Scotland St,other
256,GL0051_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85004193417577,-4.27006921345104,Scotland Street westbound,other,TPEGNonJunctionPoint,55.84980954787963,-4.268537922622787,Scotland Street westbound,other
257,GL0051_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85004193417577,-4.27006921345104,Scotland Street eastbound to Carnoustie Street,other,TPEGNonJunctionPoint,55.84992046843456,-4.272266850188669,Scotland Street eastbound to Carnoustie Street,other
258,GA0201_T,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86622273501129,-4.272324002547774,Newton St to Bath St.,other,TPEGNonJunctionPoint,55.86614756299533,-4.271040978763687,Newton St to Bath St.,other
259,GA0201_S,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86535322957377,-4.271713820525437,Bath St,other,TPEGNonJunctionPoint,55.86536784224439,-4.269461129844541,Bath St,other
260,GG255A_M,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.85770927856076,-4.202780258898108,Duke St. eastbound to Carntyne Rd,other,TPEGNonJunctionPoint,55.85774873855247,-4.203086097060263,Duke St. eastbound to Carntyne Rd,other
261,GJ0151_H,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.828675711683786,-4.2462459300343385,Prospecthill Road W/B outside lane to Aikenhead Rd,other,TPEGNonJunctionPoint,55.8285222112477,-4.2462849807931216,Prospecthill Road W/B outside lane to Aikenhead Rd,other
262,GE222A_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.88224510327222,-4.230696535665819,Atlas Road,other,TPEGNonJunctionPoint,55.88206755943214,-4.229583087695047,Atlas Road,other
263,GE222A_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.88224510327222,-4.230696535665819,Atlas Road Eastbound,other,TPEGNonJunctionPoint,55.882075970033114,-4.231102552495218,Atlas Road Eastbound,other
264,GJ0151_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82909494165667,-4.247403803764283,Aikenhead Road southbound to Prospecthill Rd,other,TPEGNonJunctionPoint,55.82888844740374,-4.247391890352288,Aikenhead Road southbound to Prospecthill Rd,other
265,GJ0151_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.82323892165255,-4.24965237124026,Aikenhead Road northbound,other,TPEGNonJunctionPoint,55.82639028544713,-4.246880545379555,Aikenhead Road northbound,other
266,GJ0151_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.828675711683786,-4.2462459300343385,Prospecthill Road W/B inside lanes to Aikenhead Rd,other,TPEGNonJunctionPoint,55.82849585993911,-4.246251526578484,Prospecthill Road W/B inside lanes to Aikenhead Rd,other
267,GC1001_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86535322957377,-4.271713820525437,Berkeley St westbound to Elderslie St,other,TPEGNonJunctionPoint,55.86544019177842,-4.272358203695991,Berkeley St westbound to Elderslie St,other
268,GJ0151_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.828587567541454,-4.2471350209492575,Prospecthill Road eastbound,other,TPEGNonJunctionPoint,55.82845650595531,-4.248404847449311,Prospecthill Road eastbound,other
269,GA5601_P,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86401203541582,-4.237002596556166,Glebe St northbound to Stirling Road,other,TPEGNonJunctionPoint,55.863972059025855,-4.237224044030398,Glebe St northbound to Stirling Road,other
270,GA5601_N,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86454316832663,-4.2374486732751135,Stirling Road southbound,other,TPEGNonJunctionPoint,55.86492084776326,-4.236942981117101,Stirling Road southbound,other
271,GA5601_M,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.863038502211154,-4.239631508654216,Stirling Road northbound to Glebe St,other,TPEGNonJunctionPoint,55.86330551733207,-4.239774733158878,Stirling Road northbound to Glebe St,other
272,GK0901_D,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.81622173575236,-4.288498854238693,Kilmarnock Road outbound from Newlands Road,other,TPEGNonJunctionPoint,55.817204393235734,-4.287854192091276,Kilmarnock Road outbound from Newlands Road,other
273,GK0901_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.81622173575236,-4.288498854238693,Kilmarnock Road inbound (from Ledi Road),other,TPEGNonJunctionPoint,55.815566502071086,-4.289418111939536,Kilmarnock Road inbound (from Ledi Road),other
274,GK0901_B,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.81622173575236,-4.288498854238693,Merrylee Road,other,TPEGNonJunctionPoint,55.815797770999595,-4.2871331246245425,Merrylee Road,other
275,GK0901_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.81622173575236,-4.288498854238693,Netherauldhouse Road,other,TPEGNonJunctionPoint,55.81687821597402,-4.289926164610442,Netherauldhouse Road,other
276,GA1951_V,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,0,0,Hope Street northbound to Bothwell Street,other,TPEGNonJunctionPoint,0,0,Hope Street northbound to Bothwell Street,other
277,GA1951_R,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86119359980324,-4.259916784760814,Bothwell Street,other,TPEGNonJunctionPoint,55.86113973248423,-4.259913655841071,Bothwell Street,other
278,GL315A_A,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.86467112018305,-4.335028343528403,Govan Road w/b from Holmfauld Road,other,TPEGNonJunctionPoint,55.86482070592439,-4.335197148869011,Govan Road w/b from Holmfauld Road,other
279,GK0051_C,"[{'@index': '1', 'specificMeasurementValueType': 'trafficFlow'}, {'@index': '2', 'specificMeasurementValueType': 'trafficConcentration'}]",en,SCOOT Link,Linear,unknown,segment,TPEGNonJunctionPoint,55.844030574000264,-4.262195023600539,Eglinton Street northbound to Devon Street,other,TPEGNonJunctionPoint,55.844093712774026,-4.262182718590163,Eglinton Street northbound to Devon Street,other
